"Step","eval_loss","eval_loss__MIN","eval_loss__MAX","loss","loss__MIN","loss__MAX"
"346840","1.3531901836395264","1.3531901836395264","1.3531901836395264","-4.6851582527160645","-4.6851582527160645","-4.6851582527160645"
"364182","1.5529693365097046","1.5529693365097046","1.5529693365097046","-4.636082649230957","-4.636082649230957","-4.636082649230957"
"381524","0.16651086509227753","0.16651086509227753","0.16651086509227753","-4.444391250610352","-4.444391250610352","-4.444391250610352"
"398866","1.822212815284729","1.822212815284729","1.822212815284729","-4.761815071105957","-4.761815071105957","-4.761815071105957"
"416208","2.582832098007202","2.582832098007202","2.582832098007202","-4.8429718017578125","-4.8429718017578125","-4.8429718017578125"
"433550","3.0748820304870605","3.0748820304870605","3.0748820304870605","-4.888398170471191","-4.888398170471191","-4.888398170471191"
"450892","3.1893889904022217","3.1893889904022217","3.1893889904022217","-4.847340106964111","-4.847340106964111","-4.847340106964111"
"468234","1.0626509189605713","1.0626509189605713","1.0626509189605713","-4.477397441864014","-4.477397441864014","-4.477397441864014"
"485576","3.1069765090942383","3.1069765090942383","3.1069765090942383","-4.88060998916626","-4.88060998916626","-4.88060998916626"
"502918","3.7382102012634277","3.7382102012634277","3.7382102012634277","-4.935119152069092","-4.935119152069092","-4.935119152069092"
"520260","12.876848220825195","12.876848220825195","12.876848220825195","-4.905959129333496","-4.905959129333496","-4.905959129333496"
"537602","4.274083137512207","4.274083137512207","4.274083137512207","-4.792664527893066","-4.792664527893066","-4.792664527893066"
"554944","5.8629937171936035","5.8629937171936035","5.8629937171936035","-5.1044769287109375","-5.1044769287109375","-5.1044769287109375"
"572286","18.77334213256836","18.77334213256836","18.77334213256836","-4.5444254875183105","-4.5444254875183105","-4.5444254875183105"
"589628","1.5545246601104736","1.5545246601104736","1.5545246601104736","-3.496906280517578","-3.496906280517578","-3.496906280517578"
"606970","2.9263720512390137","2.9263720512390137","2.9263720512390137","-4.876893997192383","-4.876893997192383","-4.876893997192383"
"624312","4.476321220397949","4.476321220397949","4.476321220397949","-5.017563819885254","-5.017563819885254","-5.017563819885254"
"641654","5.660128593444824","5.660128593444824","5.660128593444824","-5.100649356842041","-5.100649356842041","-5.100649356842041"
"658996","13.822982788085938","13.822982788085938","13.822982788085938","-5.123777389526367","-5.123777389526367","-5.123777389526367"
"676338","3.069507360458374","3.069507360458374","3.069507360458374","-4.05503511428833","-4.05503511428833","-4.05503511428833"
"693680","5.322900295257568","5.322900295257568","5.322900295257568","-5.076573371887207","-5.076573371887207","-5.076573371887207"
"711022","6.275694847106934","6.275694847106934","6.275694847106934","-5.175388813018799","-5.175388813018799","-5.175388813018799"
"728364","8.322946548461914","8.322946548461914","8.322946548461914","-5.210209846496582","-5.210209846496582","-5.210209846496582"
"745706","6.985347270965576","6.985347270965576","6.985347270965576","-4.540098667144775","-4.540098667144775","-4.540098667144775"
"763048","5.302940845489502","5.302940845489502","5.302940845489502","-4.831111431121826","-4.831111431121826","-4.831111431121826"
"780390","7.368685245513916","7.368685245513916","7.368685245513916","-5.213296890258789","-5.213296890258789","-5.213296890258789"
"797732","5.929488182067871","5.929488182067871","5.929488182067871","-4.746117115020752","-4.746117115020752","-4.746117115020752"
"815074","3.1501338481903076","3.1501338481903076","3.1501338481903076","-4.388749599456787","-4.388749599456787","-4.388749599456787"
"832416","6.151490688323975","6.151490688323975","6.151490688323975","-5.1673808097839355","-5.1673808097839355","-5.1673808097839355"
"849758","7.9150004386901855","7.9150004386901855","7.9150004386901855","-5.264142036437988","-5.264142036437988","-5.264142036437988"
"867100","9.272602081298828","9.272602081298828","9.272602081298828","-5.279139995574951","-5.279139995574951","-5.279139995574951"
"884442","9.262086868286133","9.262086868286133","9.262086868286133","-5.111600399017334","-5.111600399017334","-5.111600399017334"
"901784","3.871245861053467","3.871245861053467","3.871245861053467","-3.020401954650879","-3.020401954650879","-3.020401954650879"
"919126","1.520250916481018","1.520250916481018","1.520250916481018","-4.341378688812256","-4.341378688812256","-4.341378688812256"
"936468","3.700247049331665","3.700247049331665","3.700247049331665","-4.917624473571777","-4.917624473571777","-4.917624473571777"
"953810","5.9857611656188965","5.9857611656188965","5.9857611656188965","-5.095260143280029","-5.095260143280029","-5.095260143280029"
"971152","8.053353309631348","8.053353309631348","8.053353309631348","-5.240603446960449","-5.240603446960449","-5.240603446960449"
"988494","9.07604694366455","9.07604694366455","9.07604694366455","-5.239810943603516","-5.239810943603516","-5.239810943603516"
"1005836","11.100801467895508","11.100801467895508","11.100801467895508","-5.376910209655762","-5.376910209655762","-5.376910209655762"
"1023178","12.057682991027832","12.057682991027832","12.057682991027832","-5.39419412612915","-5.39419412612915","-5.39419412612915"
"1040520","3.5167043209075928","3.5167043209075928","3.5167043209075928","-4.357822895050049","-4.357822895050049","-4.357822895050049"
"1057862","8.658130645751953","8.658130645751953","8.658130645751953","-5.228321552276611","-5.228321552276611","-5.228321552276611"
"1075204","10.042546272277832","10.042546272277832","10.042546272277832","-5.362089157104492","-5.362089157104492","-5.362089157104492"
"1092546","12.012652397155762","12.012652397155762","12.012652397155762","-5.288623332977295","-5.288623332977295","-5.288623332977295"
"1109888","12.979506492614746","12.979506492614746","12.979506492614746","-5.361158847808838","-5.361158847808838","-5.361158847808838"
"1127230","0.7225799560546875","0.7225799560546875","0.7225799560546875","-1.137102723121643","-1.137102723121643","-1.137102723121643"
"1144572","0.712665319442749","0.712665319442749","0.712665319442749","-4.396368503570557","-4.396368503570557","-4.396368503570557"
"1161914","2.573720932006836","2.573720932006836","2.573720932006836","-4.861701011657715","-4.861701011657715","-4.861701011657715"
"1179256","4.605052471160889","4.605052471160889","4.605052471160889","-5.063892364501953","-5.063892364501953","-5.063892364501953"
"1196598","7.024549961090088","7.024549961090088","7.024549961090088","-5.2237868309021","-5.2237868309021","-5.2237868309021"
"1213940","10.315056800842285","10.315056800842285","10.315056800842285","-5.367411136627197","-5.367411136627197","-5.367411136627197"
"1231282","10.727726936340332","10.727726936340332","10.727726936340332","-5.413525104522705","-5.413525104522705","-5.413525104522705"
"1248624","13.055214881896973","13.055214881896973","13.055214881896973","-5.466888904571533","-5.466888904571533","-5.466888904571533"
"1265966","15.086019515991211","15.086019515991211","15.086019515991211","-5.542987823486328","-5.542987823486328","-5.542987823486328"
"1283308","0.8647979497909546","0.8647979497909546","0.8647979497909546","-3.1483614444732666","-3.1483614444732666","-3.1483614444732666"
"1300650","2.5353221893310547","2.5353221893310547","2.5353221893310547","-4.6729559898376465","-4.6729559898376465","-4.6729559898376465"
"1317992","4.552827835083008","4.552827835083008","4.552827835083008","-4.979773998260498","-4.979773998260498","-4.979773998260498"
"1335334","5.951362133026123","5.951362133026123","5.951362133026123","-5.162919521331787","-5.162919521331787","-5.162919521331787"
"1352676","9.554545402526855","9.554545402526855","9.554545402526855","-5.311469078063965","-5.311469078063965","-5.311469078063965"
"1370018","-0.020595528185367584","-0.020595528185367584","-0.020595528185367584","-3.8419947624206543","-3.8419947624206543","-3.8419947624206543"
"1387360","2.997896432876587","2.997896432876587","2.997896432876587","-4.89777946472168","-4.89777946472168","-4.89777946472168"
"1404702","6.12031888961792","6.12031888961792","6.12031888961792","-5.152033805847168","-5.152033805847168","-5.152033805847168"
"1422044","7.817392349243164","7.817392349243164","7.817392349243164","-5.268770694732666","-5.268770694732666","-5.268770694732666"
"1439386","8.954882621765137","8.954882621765137","8.954882621765137","-5.194110870361328","-5.194110870361328","-5.194110870361328"
"1456728","11.282285690307617","11.282285690307617","11.282285690307617","-5.419528007507324","-5.419528007507324","-5.419528007507324"
"1474070","9.253705978393555","9.253705978393555","9.253705978393555","-5.157077312469482","-5.157077312469482","-5.157077312469482"
