"Step","eval_loss","eval_loss__MIN","eval_loss__MAX","loss","loss__MIN","loss__MAX"
"867100","11.11599349975586","11.11599349975586","11.11599349975586","-5.265691757202148","-5.265691757202148","-5.265691757202148"
"884442","12.301377296447754","12.301377296447754","12.301377296447754","-5.274555206298828","-5.274555206298828","-5.274555206298828"
"901784","5.3099045753479","5.3099045753479","5.3099045753479","-4.429316997528076","-4.429316997528076","-4.429316997528076"
"919126","8.284934043884277","8.284934043884277","8.284934043884277","-5.18305778503418","-5.18305778503418","-5.18305778503418"
"936468","13.778692245483398","13.778692245483398","13.778692245483398","-5.2994585037231445","-5.2994585037231445","-5.2994585037231445"
"953810","13.4415922164917","13.4415922164917","13.4415922164917","-5.318820476531982","-5.318820476531982","-5.318820476531982"
"971152","8.028578758239746","8.028578758239746","8.028578758239746","-4.798009872436523","-4.798009872436523","-4.798009872436523"
"988494","11.209675788879395","11.209675788879395","11.209675788879395","-5.299691677093506","-5.299691677093506","-5.299691677093506"
"1005836","11.76062297821045","11.76062297821045","11.76062297821045","-5.2556867599487305","-5.2556867599487305","-5.2556867599487305"
"1023178","6.985321521759033","6.985321521759033","6.985321521759033","-4.626317024230957","-4.626317024230957","-4.626317024230957"
"1040520","8.898642539978027","8.898642539978027","8.898642539978027","-5.1907501220703125","-5.1907501220703125","-5.1907501220703125"
"1057862","12.43222427368164","12.43222427368164","12.43222427368164","-5.367851257324219","-5.367851257324219","-5.367851257324219"
"1075204","15.158198356628418","15.158198356628418","15.158198356628418","-5.4087090492248535","-5.4087090492248535","-5.4087090492248535"
"1092546","10.140552520751953","10.140552520751953","10.140552520751953","-4.622978687286377","-4.622978687286377","-4.622978687286377"
"1109888","11.428132057189941","11.428132057189941","11.428132057189941","-5.289781093597412","-5.289781093597412","-5.289781093597412"
"1127230","14.305866241455078","14.305866241455078","14.305866241455078","-5.419824123382568","-5.419824123382568","-5.419824123382568"
"1144572","4.191129684448242","4.191129684448242","4.191129684448242","-3.4273521900177","-3.4273521900177","-3.4273521900177"
"1161914","5.947669506072998","5.947669506072998","5.947669506072998","-5.122725963592529","-5.122725963592529","-5.122725963592529"
"1179256","8.823660850524902","8.823660850524902","8.823660850524902","-5.264559745788574","-5.264559745788574","-5.264559745788574"
"1196598","11.495360374450684","11.495360374450684","11.495360374450684","-5.360109806060791","-5.360109806060791","-5.360109806060791"
"1213940","12.471025466918945","12.471025466918945","12.471025466918945","-5.276315212249756","-5.276315212249756","-5.276315212249756"
"1231282","14.775286674499512","14.775286674499512","14.775286674499512","-5.436002254486084","-5.436002254486084","-5.436002254486084"
"1248624","17.163928985595703","17.163928985595703","17.163928985595703","-5.466625213623047","-5.466625213623047","-5.466625213623047"
"1265966","15.956863403320312","15.956863403320312","15.956863403320312","-4.78733491897583","-4.78733491897583","-4.78733491897583"
"1283308","12.486307144165039","12.486307144165039","12.486307144165039","-5.259320259094238","-5.259320259094238","-5.259320259094238"
"1300650","16.008642196655273","16.008642196655273","16.008642196655273","-5.474686145782471","-5.474686145782471","-5.474686145782471"
"1317992","9.711559295654297","9.711559295654297","9.711559295654297","-4.681835651397705","-4.681835651397705","-4.681835651397705"
"1335334","13.910136222839355","13.910136222839355","13.910136222839355","-5.422512531280518","-5.422512531280518","-5.422512531280518"
"1352676","15.758423805236816","15.758423805236816","15.758423805236816","-5.463919162750244","-5.463919162750244","-5.463919162750244"
"1370018","23.472991943359375","23.472991943359375","23.472991943359375","-5.532656669616699","-5.532656669616699","-5.532656669616699"
"1387360","3.144294500350952","3.144294500350952","3.144294500350952","-2.073247194290161","-2.073247194290161","-2.073247194290161"
"1404702","4.868893623352051","4.868893623352051","4.868893623352051","-5.031496524810791","-5.031496524810791","-5.031496524810791"
"1422044","6.564120292663574","6.564120292663574","6.564120292663574","-5.164544582366943","-5.164544582366943","-5.164544582366943"
"1439386","9.695334434509277","9.695334434509277","9.695334434509277","-5.284356117248535","-5.284356117248535","-5.284356117248535"
"1456728","12.962081909179688","12.962081909179688","12.962081909179688","-5.40341854095459","-5.40341854095459","-5.40341854095459"
"1474070","16.165042877197266","16.165042877197266","16.165042877197266","-5.500753402709961","-5.500753402709961","-5.500753402709961"
"1491412","10.179004669189453","10.179004669189453","10.179004669189453","-4.82740592956543","-4.82740592956543","-4.82740592956543"
"1508754","14.550812721252441","14.550812721252441","14.550812721252441","-5.4259352684021","-5.4259352684021","-5.4259352684021"
"1526096","9.849392890930176","9.849392890930176","9.849392890930176","-4.980953693389893","-4.980953693389893","-4.980953693389893"
"1543438","13.950587272644043","13.950587272644043","13.950587272644043","-5.468045711517334","-5.468045711517334","-5.468045711517334"
"1560780","17.414844512939453","17.414844512939453","17.414844512939453","-5.556009292602539","-5.556009292602539","-5.556009292602539"
"1578122","8.665281295776367","8.665281295776367","8.665281295776367","-4.566702365875244","-4.566702365875244","-4.566702365875244"
"1595464","13.092866897583008","13.092866897583008","13.092866897583008","-5.406637668609619","-5.406637668609619","-5.406637668609619"
"1612806","17.193809509277344","17.193809509277344","17.193809509277344","-5.5297322273254395","-5.5297322273254395","-5.5297322273254395"
"1630148","18.551572799682617","18.551572799682617","18.551572799682617","-5.540154457092285","-5.540154457092285","-5.540154457092285"
"1647490","21.005041122436523","21.005041122436523","21.005041122436523","-5.574204444885254","-5.574204444885254","-5.574204444885254"
"1664832","22.390378952026367","22.390378952026367","22.390378952026367","-5.625932693481445","-5.625932693481445","-5.625932693481445"
