"Step","eval_loss","eval_loss__MIN","eval_loss__MAX","loss","loss__MIN","loss__MAX"
"381524","4.764138221740723","4.764138221740723","4.764138221740723","-4.909714698791504","-4.909714698791504","-4.909714698791504"
"398866","5.058286666870117","5.058286666870117","5.058286666870117","-4.9421281814575195","-4.9421281814575195","-4.9421281814575195"
"416208","5.748154163360596","5.748154163360596","5.748154163360596","-5.005998611450195","-5.005998611450195","-5.005998611450195"
"433550","6.52050256729126","6.52050256729126","6.52050256729126","-4.999875068664551","-4.999875068664551","-4.999875068664551"
"450892","6.931064128875732","6.931064128875732","6.931064128875732","-5.048371315002441","-5.048371315002441","-5.048371315002441"
"468234","8.505678176879883","8.505678176879883","8.505678176879883","-5.07475471496582","-5.07475471496582","-5.07475471496582"
"485576","8.285407066345215","8.285407066345215","8.285407066345215","-5.100092887878418","-5.100092887878418","-5.100092887878418"
"502918","7.605451583862305","7.605451583862305","7.605451583862305","-5.035741329193115","-5.035741329193115","-5.035741329193115"
"520260","8.765764236450195","8.765764236450195","8.765764236450195","-5.103877067565918","-5.103877067565918","-5.103877067565918"
"537602","8.641417503356934","8.641417503356934","8.641417503356934","-5.069118976593018","-5.069118976593018","-5.069118976593018"
"554944","9.318330764770508","9.318330764770508","9.318330764770508","-5.156100749969482","-5.156100749969482","-5.156100749969482"
"572286","9.461309432983398","9.461309432983398","9.461309432983398","-5.153947353363037","-5.153947353363037","-5.153947353363037"
"589628","9.3440523147583","9.3440523147583","9.3440523147583","-5.14917516708374","-5.14917516708374","-5.14917516708374"
"606970","10.471101760864258","10.471101760864258","10.471101760864258","-5.190787315368652","-5.190787315368652","-5.190787315368652"
"624312","11.071261405944824","11.071261405944824","11.071261405944824","-5.221738815307617","-5.221738815307617","-5.221738815307617"
"641654","11.590551376342773","11.590551376342773","11.590551376342773","-5.237684726715088","-5.237684726715088","-5.237684726715088"
"658996","11.426350593566895","11.426350593566895","11.426350593566895","-5.198371410369873","-5.198371410369873","-5.198371410369873"
"676338","12.164838790893555","12.164838790893555","12.164838790893555","-5.257718086242676","-5.257718086242676","-5.257718086242676"
"693680","12.544381141662598","12.544381141662598","12.544381141662598","-5.241776943206787","-5.241776943206787","-5.241776943206787"
"711022","13.446431159973145","13.446431159973145","13.446431159973145","-5.349699020385742","-5.349699020385742","-5.349699020385742"
"728364","13.638357162475586","13.638357162475586","13.638357162475586","-5.289586544036865","-5.289586544036865","-5.289586544036865"
"745706","14.371476173400879","14.371476173400879","14.371476173400879","-5.3364949226379395","-5.3364949226379395","-5.3364949226379395"
"763048","14.616537094116211","14.616537094116211","14.616537094116211","-5.355661392211914","-5.355661392211914","-5.355661392211914"
"780390","14.471183776855469","14.471183776855469","14.471183776855469","-5.348757743835449","-5.348757743835449","-5.348757743835449"
"797732","15.396047592163086","15.396047592163086","15.396047592163086","-5.377180576324463","-5.377180576324463","-5.377180576324463"
"815074","14.897043228149414","14.897043228149414","14.897043228149414","-5.299393653869629","-5.299393653869629","-5.299393653869629"
"832416","14.81314754486084","14.81314754486084","14.81314754486084","-5.331857681274414","-5.331857681274414","-5.331857681274414"
"849758","15.675698280334473","15.675698280334473","15.675698280334473","-5.336094856262207","-5.336094856262207","-5.336094856262207"
"867100","15.48233699798584","15.48233699798584","15.48233699798584","-5.368613243103027","-5.368613243103027","-5.368613243103027"
"884442","16.18602180480957","16.18602180480957","16.18602180480957","-5.3577775955200195","-5.3577775955200195","-5.3577775955200195"
"901784","16.06503677368164","16.06503677368164","16.06503677368164","-5.3876872062683105","-5.3876872062683105","-5.3876872062683105"
"919126","16.49034881591797","16.49034881591797","16.49034881591797","-5.390052318572998","-5.390052318572998","-5.390052318572998"
"936468","16.579072952270508","16.579072952270508","16.579072952270508","-5.384366035461426","-5.384366035461426","-5.384366035461426"
"953810","17.265256881713867","17.265256881713867","17.265256881713867","-5.438009738922119","-5.438009738922119","-5.438009738922119"
"971152","16.395238876342773","16.395238876342773","16.395238876342773","-5.379953384399414","-5.379953384399414","-5.379953384399414"
"988494","17.05264663696289","17.05264663696289","17.05264663696289","-5.380219459533691","-5.380219459533691","-5.380219459533691"
"1005836","16.42252540588379","16.42252540588379","16.42252540588379","-5.379502773284912","-5.379502773284912","-5.379502773284912"
"1023178","18.11864471435547","18.11864471435547","18.11864471435547","-5.457258224487305","-5.457258224487305","-5.457258224487305"
"1040520","17.54194450378418","17.54194450378418","17.54194450378418","-5.376682281494141","-5.376682281494141","-5.376682281494141"
"1057862","18.215042114257812","18.215042114257812","18.215042114257812","-5.445768356323242","-5.445768356323242","-5.445768356323242"
"1075204","17.71185874938965","17.71185874938965","17.71185874938965","-5.406409740447998","-5.406409740447998","-5.406409740447998"
"1092546","18.585634231567383","18.585634231567383","18.585634231567383","-5.479842662811279","-5.479842662811279","-5.479842662811279"
"1109888","18.432640075683594","18.432640075683594","18.432640075683594","-5.436316013336182","-5.436316013336182","-5.436316013336182"
"1127230","20.437458038330078","20.437458038330078","20.437458038330078","-5.470461368560791","-5.470461368560791","-5.470461368560791"
"1144572","20.234405517578125","20.234405517578125","20.234405517578125","-5.48778772354126","-5.48778772354126","-5.48778772354126"
"1161914","20.634376525878906","20.634376525878906","20.634376525878906","-5.452184200286865","-5.452184200286865","-5.452184200286865"
"1179256","20.54473304748535","20.54473304748535","20.54473304748535","-5.504052639007568","-5.504052639007568","-5.504052639007568"
"1196598","20.893827438354492","20.893827438354492","20.893827438354492","-5.499623775482178","-5.499623775482178","-5.499623775482178"
"1213940","21.7872314453125","21.7872314453125","21.7872314453125","-5.549754619598389","-5.549754619598389","-5.549754619598389"
"1231282","20.09693145751953","20.09693145751953","20.09693145751953","-5.42690896987915","-5.42690896987915","-5.42690896987915"
"1248624","20.185148239135742","20.185148239135742","20.185148239135742","-5.461942195892334","-5.461942195892334","-5.461942195892334"
"1265966","20.43659210205078","20.43659210205078","20.43659210205078","-5.53250789642334","-5.53250789642334","-5.53250789642334"
"1283308","19.77341079711914","19.77341079711914","19.77341079711914","-5.483417510986328","-5.483417510986328","-5.483417510986328"
"1300650","21.502277374267578","21.502277374267578","21.502277374267578","-5.58455228805542","-5.58455228805542","-5.58455228805542"
"1317992","21.516244888305664","21.516244888305664","21.516244888305664","-5.543003559112549","-5.543003559112549","-5.543003559112549"
"1335334","21.488956451416016","21.488956451416016","21.488956451416016","-5.510577201843262","-5.510577201843262","-5.510577201843262"
"1352676","22.418561935424805","22.418561935424805","22.418561935424805","-5.608031272888184","-5.608031272888184","-5.608031272888184"
"1370018","22.18256950378418","22.18256950378418","22.18256950378418","-5.601287841796875","-5.601287841796875","-5.601287841796875"
"1387360","22.280107498168945","22.280107498168945","22.280107498168945","-5.584166526794434","-5.584166526794434","-5.584166526794434"
"1404702","22.973918914794922","22.973918914794922","22.973918914794922","-5.601512432098389","-5.601512432098389","-5.601512432098389"
"1422044","23.623680114746094","23.623680114746094","23.623680114746094","-5.5899739265441895","-5.5899739265441895","-5.5899739265441895"
"1439386","23.372119903564453","23.372119903564453","23.372119903564453","-5.567514896392822","-5.567514896392822","-5.567514896392822"
"1456728","25.013961791992188","25.013961791992188","25.013961791992188","-5.621169567108154","-5.621169567108154","-5.621169567108154"
