"Step","rollout/route_completed_in_m","rollout/route_completed_in_m__MIN","rollout/route_completed_in_m__MAX"
"12288","16.767624354574103","16.767624354574103","16.767624354574103"
"24576","22.700022317212202","22.700022317212202","22.700022317212202"
"36864","28.360316622026488","28.360316622026488","28.360316622026488"
"49152","46.94490400099772","46.94490400099772","46.94490400099772"
"61440","68.70717774354495","68.70717774354495","68.70717774354495"
"73728","92.16280786349223","92.16280786349223","92.16280786349223"
"86016","114.8447942495346","114.8447942495346","114.8447942495346"
"98304","189.43471545193876","189.43471545193876","189.43471545193876"
"110592","142.67300577522747","142.67300577522747","142.67300577522747"
"122880","180.95595513304528","180.95595513304528","180.95595513304528"
"135168","201.6112288427353","201.6112288427353","201.6112288427353"
"147456","271.5603785978423","271.5603785978423","271.5603785978423"
"159744","329.186487691743","329.186487691743","329.186487691743"
"172032","353.34587079286575","353.34587079286575","353.34587079286575"
"184320","261.71241487081875","261.71241487081875","261.71241487081875"
"196608","246.72942329446474","246.72942329446474","246.72942329446474"
"208896","250.48539828591876","250.48539828591876","250.48539828591876"
"221184","237.97490012641677","237.97490012641677","237.97490012641677"
"233472","259.4340579108356","259.4340579108356","259.4340579108356"
"245760","357.7922638700559","357.7922638700559","357.7922638700559"
"258048","394.43455995619297","394.43455995619297","394.43455995619297"
"270336","455.52234120368956","455.52234120368956","455.52234120368956"
"282624","586.4080242356565","586.4080242356565","586.4080242356565"
"294912","663.0171337543109","663.0171337543109","663.0171337543109"
"307200","573.3687536492944","573.3687536492944","573.3687536492944"
"319488","655.5032613788333","655.5032613788333","655.5032613788333"
"331776","655.070613844054","655.070613844054","655.070613844054"
"344064","508.7576647657736","508.7576647657736","508.7576647657736"
"356352","659.6564060363353","659.6564060363353","659.6564060363353"
"368640","742.0452681680521","742.0452681680521","742.0452681680521"
"380928","762.8127830823263","762.8127830823263","762.8127830823263"
"393216","656.5015282705746","656.5015282705746","656.5015282705746"
"405504","781.9828511551768","781.9828511551768","781.9828511551768"
"417792","791.1422116061052","791.1422116061052","791.1422116061052"
"430080","822.0228499273459","822.0228499273459","822.0228499273459"
"442368","837.6019215385119","837.6019215385119","837.6019215385119"
"454656","733.7916730291397","733.7916730291397","733.7916730291397"
"466944","821.7018306839342","821.7018306839342","821.7018306839342"
"479232","837.2669524947802","837.2669524947802","837.2669524947802"
"491520","842.8528335181749","842.8528335181749","842.8528335181749"
"503808","724.7317363268883","724.7317363268883","724.7317363268883"
"516096","816.1596223513285","816.1596223513285","816.1596223513285"
"528384","810.334080328544","810.334080328544","810.334080328544"
"540672","795.4218954642614","795.4218954642614","795.4218954642614"
"552960","804.5078922784081","804.5078922784081","804.5078922784081"
"565248","791.7743663763753","791.7743663763753","791.7743663763753"
"577536","785.138184328874","785.138184328874","785.138184328874"
"589824","791.4185305347875","791.4185305347875","791.4185305347875"
"602112","791.2349285482079","791.2349285482079","791.2349285482079"
"614400","784.4119607913749","784.4119607913749","784.4119607913749"
"626688","796.4229759772619","796.4229759772619","796.4229759772619"
"638976","790.044032583634","790.044032583634","790.044032583634"
"651264","806.2860136726212","806.2860136726212","806.2860136726212"
"663552","800.8836037019888","800.8836037019888","800.8836037019888"
"675840","805.4103556859369","805.4103556859369","805.4103556859369"
"688128","814.1170476287152","814.1170476287152","814.1170476287152"
"700416","808.9232425975675","808.9232425975675","808.9232425975675"
"712704","789.0400423429082","789.0400423429082","789.0400423429082"
"724992","670.8600297153707","670.8600297153707","670.8600297153707"
"737280","778.6501649109399","778.6501649109399","778.6501649109399"
"749568","785.7696367502213","785.7696367502213","785.7696367502213"
"761856","680.4431806281528","680.4431806281528","680.4431806281528"
"774144","799.868685303914","799.868685303914","799.868685303914"
"786432","805.3059871370059","805.3059871370059","805.3059871370059"
"798720","792.3634031216303","792.3634031216303","792.3634031216303"
"811008","795.8698551046724","795.8698551046724","795.8698551046724"
"823296","810.9516473807316","810.9516473807316","810.9516473807316"
"835584","813.6395781237593","813.6395781237593","813.6395781237593"
"847872","809.3567823270956","809.3567823270956","809.3567823270956"
"860160","800.0656919380029","800.0656919380029","800.0656919380029"
"872448","806.204237729311","806.204237729311","806.204237729311"
"884736","785.0890111811832","785.0890111811832","785.0890111811832"
"897024","785.9765370972827","785.9765370972827","785.9765370972827"
"909312","805.933712072745","805.933712072745","805.933712072745"
"921600","798.6826989748787","798.6826989748787","798.6826989748787"
"933888","807.0641641380724","807.0641641380724","807.0641641380724"
"946176","810.580112187722","810.580112187722","810.580112187722"
"958464","795.3818212747574","795.3818212747574","795.3818212747574"
"970752","799.433956960837","799.433956960837","799.433956960837"
"983040","810.2630013424864","810.2630013424864","810.2630013424864"
"995328","820.7328112324079","820.7328112324079","820.7328112324079"
"1007616","805.7279540586347","805.7279540586347","805.7279540586347"
"1019904","805.8177148797821","805.8177148797821","805.8177148797821"
"1032192","805.8949805993548","805.8949805993548","805.8949805993548"
"1044480","792.1320304769984","792.1320304769984","792.1320304769984"
"1056768","783.32362236446","783.32362236446","783.32362236446"
"1069056","782.1016632019192","782.1016632019192","782.1016632019192"
"1081344","788.3329120775064","788.3329120775064","788.3329120775064"
"1093632","789.3457012871901","789.3457012871901","789.3457012871901"
"1105920","790.7646606552477","790.7646606552477","790.7646606552477"
"1118208","789.3268953251714","789.3268953251714","789.3268953251714"
"1130496","790.6912708767131","790.6912708767131","790.6912708767131"
"1142784","791.0265170533171","791.0265170533171","791.0265170533171"
"1155072","792.9161151349545","792.9161151349545","792.9161151349545"
"1167360","792.6069687692201","792.6069687692201","792.6069687692201"
"1179648","682.5141233109224","682.5141233109224","682.5141233109224"
"1191936","792.0030495127043","792.0030495127043","792.0030495127043"
"1204224","806.3792169478124","806.3792169478124","806.3792169478124"
"1216512","783.4539420692003","783.4539420692003","783.4539420692003"
"1228800","801.4054183538507","801.4054183538507","801.4054183538507"
"1241088","798.0068423946699","798.0068423946699","798.0068423946699"
"1253376","783.7062193317837","783.7062193317837","783.7062193317837"
"1265664","783.804286173069","783.804286173069","783.804286173069"
"1277952","783.732762963528","783.732762963528","783.732762963528"
"1290240","781.4180711086343","781.4180711086343","781.4180711086343"
"1302528","791.0551551270361","791.0551551270361","791.0551551270361"
"1314816","780.0113380164738","780.0113380164738","780.0113380164738"
"1327104","788.8132284084955","788.8132284084955","788.8132284084955"
"1339392","788.2822393475682","788.2822393475682","788.2822393475682"
"1351680","778.982598990202","778.982598990202","778.982598990202"
"1363968","789.761761456728","789.761761456728","789.761761456728"
"1376256","792.3192461021617","792.3192461021617","792.3192461021617"
"1388544","797.6575125553917","797.6575125553917","797.6575125553917"
"1400832","788.6916801830133","788.6916801830133","788.6916801830133"
"1413120","775.0646476944288","775.0646476944288","775.0646476944288"
"1425408","787.8650872707367","787.8650872707367","787.8650872707367"
"1437696","789.8021411088979","789.8021411088979","789.8021411088979"
"1449984","788.6473127105545","788.6473127105545","788.6473127105545"
"1462272","779.6416353273268","779.6416353273268","779.6416353273268"
"1474560","792.9622547316427","792.9622547316427","792.9622547316427"
"1486848","786.2266700168451","786.2266700168451","786.2266700168451"
"1499136","785.9977144188271","785.9977144188271","785.9977144188271"
"1511424","792.9879395275857","792.9879395275857","792.9879395275857"
"1523712","792.6119082171431","792.6119082171431","792.6119082171431"
"1536000","786.6598511437575","786.6598511437575","786.6598511437575"
"1548288","781.3575186232725","781.3575186232725","781.3575186232725"
"1560576","787.7979438392198","787.7979438392198","787.7979438392198"
"1572864","785.2549936274687","785.2549936274687","785.2549936274687"
"1585152","795.232524305582","795.232524305582","795.232524305582"
"1597440","791.3865054412312","791.3865054412312","791.3865054412312"
"1609728","783.4503508210182","783.4503508210182","783.4503508210182"
"1622016","783.101438391991","783.101438391991","783.101438391991"
"1634304","794.9029463728269","794.9029463728269","794.9029463728269"
"1646592","787.0715622603893","787.0715622603893","787.0715622603893"
"1658880","784.5570696294308","784.5570696294308","784.5570696294308"
"1671168","785.6057776510715","785.6057776510715","785.6057776510715"
"1683456","790.690698424975","790.690698424975","790.690698424975"
"1695744","786.7113458785585","786.7113458785585","786.7113458785585"
"1708032","780.1218713320714","780.1218713320714","780.1218713320714"
"1720320","785.5792599916458","785.5792599916458","785.5792599916458"
"1732608","801.7639525830746","801.7639525830746","801.7639525830746"
"1744896","801.3401363988718","801.3401363988718","801.3401363988718"
"1757184","802.0982851485411","802.0982851485411","802.0982851485411"
"1769472","810.7978161970774","810.7978161970774","810.7978161970774"
"1781760","831.3116240400782","831.3116240400782","831.3116240400782"
"1794048","805.2227672845955","805.2227672845955","805.2227672845955"
"1806336","802.1065486645451","802.1065486645451","802.1065486645451"
"1818624","805.5111805399259","805.5111805399259","805.5111805399259"
"1830912","809.3726249710471","809.3726249710471","809.3726249710471"
"1843200","797.5112632115682","797.5112632115682","797.5112632115682"
"1855488","788.837954082874","788.837954082874","788.837954082874"
